say%2:32:00::,well-known phrase; aphorism ,False
swear%2:32:01::,"offensive language, used as a result of anger, surprise, etc",True
say%2:32:15::,well-known phrase; aphorism ,False
begin%2:42:00::,start feeling or thinking something,True
get%2:30:02::,the pt and ptp of get,False
continue%2:42:01::,continuing to exist or happen,True
eyebrow%1:08:00::,the line of hair growing above each eye,True
forehead%1:08:00::,part of face above eyebrows,True
content%2:37:00::,happy and satisfied,True
suicide%1:04:00::,the act of killing oneself,True
relieve%2:37:00::,feeling glad that sth bad has ended or not happened,False
put%2:35:00::,the skill or act of putting the ball in golf,False
surly%5:00:00:ill-natured:00,unfriendly and rude,True
startle%2:38:00::,suddenly frightened or surprised,True
premonition%1:12:00::,a strong feeling that sth is going to happen,True
errand%1:04:00::,small job usually involving fetching and carrying,True
pallor%1:07:00::,paleness,True
begin%2:30:00::,start feeling or thinking something,True
have%2:40:00::,used with a past participle to form the (present) perfect tense of verbs,False
recurrent%5:00:00:continual:00,occurring again or repeatedly ,True
annoying%5:00:00:disagreeable:00,making someone feel rather angry,True
talkative%5:00:00:voluble:00,(of a person) tending to talk a lot; loquacious,True
grievance%1:12:00::,a complaint about or feeling of being treated in an unfair way,False
make%2:41:00::,the process of making or producing something,False
become%2:30:00::,change to have a different quality or state,True
conspirator%1:18:00::,someone taking part in a conspiracy,True
shrink%2:38:00::,"that is becoming smaller in size, amount, value, etc ",False
voter%1:18:00::,person who votes or has the right to vote in an election ,True
candidacy%1:04:00::,the fact that someone is a candidate in an election,True
voting_booth%1:06:00::,process of casting a vote ,False
vote%2:41:13::,process of casting a vote ,True
pork_barrel%1:21:00::,meat from a pig,False
legislator%1:18:00::,sb who makes laws ,True
bring_home_the_bacon%2:40:00::,"pork meat treated with smoke or salt, often sold thinly sliced in rashers",False
respective%5:00:00:individual:00,relating separately to the people or things mentioned previously,True
making%1:04:00::,the process of making or producing something,True
increase%2:30:00::,"larger in amount, number, degree, value etc",True
do%2:36:01::,sb's activities at a particular time or in a particular place,True
have%2:40:00::,to be forced to do sth by external factors,False
recent%5:00:00:new:00,not distant in time,True
bring%2:38:00::,pt and ptp of bring,False
reelection%1:04:00::,"when sb is re-elected, or an instance of this",True
make%2:31:13::,the process of making or producing something,False
discourage%2:32:01::,disheartened,False
salary%1:21:00::,"a fixed regular payment for employment, usu paid monthly and stated as an annual sum",True
financial%3:01:00::,involving money or finance,True
realize%2:31:01::,to achieve or fulfil something that you wanted or expected,False
hold%2:40:04::,to have sth that can pass from person to person,False
disproportionate%3:00:00::,not in proportion when compared to sth else,True
have%2:40:00::,to possess inherently or by virtue of sth conferred,True
empirical%3:00:00::,based on real experience or scientific experiments rather than on theory,True
economist%1:18:00::,expert in or teacher of economics,True
decision%1:04:00::,a conclusion about sthg that is reached as a result of thinking about it,False
note%2:32:00::,"well-known as a result of a particular quality, achievement, etc",False
committee%1:14:00::,group of people selected for a specific function from a larger group,True
senatorial%3:01:00::,relating to or involving a senator or senators,True
econometric%3:01:00::,"of, using or relating to econometrics",True
gubernatorial%3:01:00::,of or relating to a governor (especially of an American state),True
temblor%1:11:00::,an earthquake,True
shake%2:38:02::,the more or less vigorous movement of or by sth,True
endless%5:00:00:long:02,having or seeming to have no end,True
auto%1:06:00::,a car,True
go_off%2:30:00::,to change to another condition or state ,False
foot%1:23:00::,"abbreviation of fthe unit of measurement ""foot"" or the plural form ""feet"" in measurements",True
ruin%2:35:00::,a ruined building is almost compeltely destroyed,True
fishing%1:04:00::,"the activity of catching fish, for commercial or sporting reasons",True
refinery%1:06:00::,"a place where substances are refined, especially oil",True
shake%2:29:00::,the more or less vigorous movement of or by sth,False
software%1:10:00::,programs used on computers,True
minimal%3:00:00::,"minimum, as small as possible",True
mayonnaise%1:13:00::,"a thick spread or dressing made from egg yolks, oil, and vinegar",True
kitchen%1:06:00::,the space in a building where food preparation takes place; also the set of units that comprise the fittings,True
sidewalk%1:06:00::,a pavement,True
eerie%5:00:00:strange:00,strange and frightening,True
surreal%5:00:00:unreal:02,bizarre; like something from a dream,True
continue%2:30:10::,continuing to exist or happen,True
slide%2:38:01::,moving from side to side or up and down while maintaining continuous contact with a surface,True
get%2:38:00::,the pt and ptp of get,False
bounce%2:38:02::,robust; healthy,False
doorway%1:06:00::,an entrance through a door,True
go%2:38:00::,to move or travel somewhere,True
stand%2:35:00::,to be/remain upright on one's feet or legs or animal equivalent,True
unscathed%5:00:00:uninjured:00,"unharmed, suffering no damage",True
scare%2:37:00::,frightened or worried,False
try%2:41:00::,pa t and pa p of TRY,False
get%2:30:00::,"to move to or from a position, place or vehicle",True
earthworm%1:05:00::,burrowing annelid worm that lives in earth,True
emerge%2:30:00::,in the early stages of existence or development,False
nausea%1:26:00::,the feeling that you are going to vomit,True
sleeping_bag%1:06:00::,"asleep, dormant ",False
show%2:31:00::,past participle of 'show',False
return%2:38:00::,the pt and ptp of get,False
of_course%4:02:00::,used to indicate that something is common knowledge or taken for granted,True
on_the_spur_of_the_moment%4:02:00::,suddenly without planning,True
as_a_matter_of_fact%4:02:00::,"in fact; used when adding more details, a comment etc that your listener might find interesting",True
on_the_way%4:02:00::,while en route to a place,True
in_return%4:02:00::,as payment or in exchange,True
get_along_with%2:41:00::,"in the imperative, telling somebody to go away. Synonym for ""scram"".",False
as_usual%4:02:00::,as usually happens ,True
out_of_sight%5:00:00:invisible:00,very high or large in amount,False
at_large%4:02:00::,free and not yet caught,False
for_example%4:02:00::,for instance,True
in_front%4:02:00::,a little further forward than you,True
like_crazy%4:02:00::,a lot ,True
get_through%2:32:00::,"in the imperative, telling somebody to go away. Synonym for ""scram"".",False
due%5:00:00:attributable:00,caused by or ascribable to sb/sth,True
of_course%4:02:00::,as (sth) progressed/progresses,False
out_of_sight%5:00:00:invisible:00,going to happen soon,False
of_course%4:02:00::,used to indicate that something is common knowledge or taken for granted,False
half-century%1:28:00::,thirty minutes past the hour,False
good_morning%1:10:00::,"completely, very",False
good%3:00:01::,"completely, very",False
specify%2:32:00::,"per se, strictly speaking",True
pay%2:32:00::,"to listen or attend to something that is happening, being said etc",True
answer%1:04:00::,say no in answer to a question,False
much%3:00:00::,used to emphasize how large an amount can be,True
surprise%1:12:00::,used when something is just what could be expected and is not a surprise at all,False
hour%1:28:00::,after closing time,False
head%1:08:00::,used to talk about how much sth costs for each person,False
man%1:18:00::,"without exception, unanimously",False
sort%1:07:00::,"a bit, what you might describe as; sometimes: almost, not quite as specified",False
way%1:06:00::,"nearby on the other side of a road, path, corridor etc",False
corner%1:06:02::,in a difficult situation from which it will be hard to extricate yourself,False
pass%2:42:00::,while talking about sb/sth else,False
time%1:28:05::,"sufficiently quickly, early, or soon",False
good%3:00:01::,"forever, permanently",False
job%1:04:00::,it's lucky,False
kind%1:09:00::,to some degree,False
like%2:37:04::,"very much, very hard, very intensely",False
come%2:30:13::,used for calling people to eat when food is ready ,False
know%2:31:01::,emphasising a statement,False
come%2:30:13::,future,False
see%2:31:01::,used when showing sb that what you say is true,False
see%2:39:00::,used when showing sb that what you say is true,False
time%1:11:00::,a long time,False
front%1:15:03::,a little further forward than you,False
spur%1:10:00::,suddenly without planning,False
moment%1:28:00::,typical or popular at a particular time,False
get%2:40:00::,"in the imperative, telling somebody to go away. Synonym for ""scram"".",False
know%2:31:02::,emphasising a statement,False
thing%1:11:00::,something of a particular kind - used especially in metaphors and similes,False
way%1:07:01::,used for introducing a reason why it is good to do something a particular way,True
time%1:28:06::,each separately or on each single occasion,False
let%2:32:02::,used for offering help,False
rise%1:11:00::,"increasing in size, number, amount, etc",True
extent%1:26:00::,inasmuch as,True
sum%1:09:00::,phrase used to sum up what has been said,True
time%1:11:00::,an amount of time to spend devoted to a particular person or activity,False
hell%1:04:01::,very hard or very much - used after a verb for emphasis,True
way%1:04:01::,"an emphatic way of saying you definitely do not agree, something definitely will not happen, etc",False
knot%1:25:00::,(of the stomach) tense because of anxiety or fear,True
lady%1:18:02::,an elderly woman,False
dog%1:05:00::,greyhound-racing event at which people place bets,False
come%2:38:04::,future,False
get%2:35:03::,"in the imperative, telling somebody to go away. Synonym for ""scram"".",False
air%1:15:00::,"(of a feeling, subject, impression) being generally felt, thought about, talked about etc by many people ",False
get%2:30:00::,"in the imperative, telling somebody to go away. Synonym for ""scram"".",False
as_a_matter_of_fact%4:02:00::,a question of something; used to say what something involves or depends on,False
on_the_way%4:02:00::,"on or near the route someone has to take, therefore convenient",True
